Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Bristol Bay Borough, Alaska",79500.0,917.0,41.8,42002.0,63.0,37.0,358.0,24.0,210.0,291.0,136.0,92.0,67.0,41.0,55.0,02,060,6.870229007633588,4.0348964013086155
"Northwest Arctic Borough, Alaska",61533.0,7715.0,26.6,21879.0,1934.0,669.0,1849.0,202.0,862.0,1236.0,888.0,234.0,238.0,73.0,556.0,02,188,25.06804925469864,8.671419313026572
"Bethel Census Area, Alaska",53853.0,17957.0,26.9,18654.0,4705.0,1456.0,4524.0,1324.0,1672.0,3192.0,2674.0,449.0,127.0,18.0,1260.0,02,050,26.201481316478255,8.108258617809211
"North Slope Borough, Alaska",77266.0,9757.0,34.6,48777.0,976.0,565.0,2041.0,142.0,1139.0,1385.0,920.0,363.0,146.0,30.0,563.0,02,185,10.003074715588808,5.790714358921799
"Sitka City and Borough, Alaska",70765.0,8810.0,38.9,36617.0,800.0,247.0,3545.0,310.0,2352.0,2850.0,2055.0,680.0,136.0,34.0,487.0,02,220,9.080590238365494,2.8036322360953463
"Fairbanks North Star Borough, Alaska",76250.0,100031.0,31.0,35328.0,7340.0,4047.0,36396.0,3552.0,24740.0,29859.0,19198.0,9800.0,1618.0,237.0,5051.0,02,090,7.337725305155402,4.045745818796173
"Ketchikan Gateway Borough, Alaska",67321.0,13745.0,39.5,33771.0,1437.0,521.0,5270.0,285.0,3948.0,4309.0,2766.0,1420.0,143.0,6.0,700.0,02,130,10.454710803928702,3.7904692615496542
"Matanuska-Susitna Borough, Alaska",74887.0,101135.0,34.9,30409.0,9759.0,4646.0,30613.0,2395.0,22901.0,26071.0,18224.0,7383.0,1131.0,160.0,3553.0,02,170,9.649478419933752,4.593859692490236
"Yakutat City and Borough, Alaska",64583.0,682.0,39.4,32393.0,42.0,26.0,255.0,21.0,24.0,178.0,86.0,15.0,140.0,75.0,73.0,02,282,6.158357771260997,3.812316715542522
"Nome Census Area, Alaska",53821.0,9869.0,27.9,20952.0,2381.0,724.0,2897.0,448.0,1305.0,1958.0,1388.0,435.0,229.0,72.0,802.0,02,180,24.126051271658728,7.336102948627014
"Dillingham Census Area, Alaska",58708.0,4974.0,30.1,24647.0,817.0,256.0,1405.0,370.0,552.0,1014.0,882.0,105.0,112.0,23.0,368.0,02,070,16.42541214314435,5.146763168476076
"Haines Borough, Alaska",70640.0,2537.0,45.0,35907.0,210.0,40.0,1087.0,91.0,746.0,839.0,481.0,358.0,1.0,0.0,135.0,02,100,8.277493102089082,1.5766653527788728
"Juneau City and Borough, Alaska",90749.0,32434.0,38.0,41904.0,2339.0,906.0,12273.0,858.0,9687.0,10775.0,8110.0,2566.0,244.0,39.0,1042.0,02,110,7.211568107541469,2.7933649873589443
"Lake and Peninsula Borough, Alaska",45208.0,1301.0,32.3,23434.0,213.0,88.0,408.0,86.0,92.0,246.0,194.0,24.0,70.0,23.0,150.0,02,164,16.372021521906227,6.764027671022291
"Southeast Fairbanks Census Area, Alaska",63866.0,6889.0,36.6,31051.0,942.0,420.0,2139.0,475.0,796.0,1603.0,982.0,411.0,313.0,164.0,464.0,02,240,13.673973000435478,6.096675860066773
"Yukon-Koyukuk Census Area, Alaska",37819.0,5453.0,34.7,21057.0,1373.0,510.0,1959.0,148.0,424.0,856.0,433.0,169.0,366.0,206.0,1035.0,02,290,25.178800660187054,9.352649917476619
"Anchorage Municipality, Alaska",82271.0,298225.0,33.1,38977.0,23510.0,9394.0,106012.0,9383.0,80861.0,92681.0,69044.0,21824.0,3996.0,633.0,9960.0,02,020,7.883309581691676,3.149970659736776
"Aleutians East Borough, Alaska",66607.0,3338.0,42.7,31254.0,555.0,59.0,812.0,27.0,445.0,554.0,263.0,214.0,91.0,63.0,231.0,02,013,16.626722588376275,1.76752546434991
"Prince of Wales-Hyder Census Area, Alaska",52114.0,6473.0,41.0,26695.0,1027.0,433.0,2315.0,405.0,793.0,1573.0,1125.0,264.0,300.0,142.0,620.0,02,198,15.86590452649467,6.6893248879962925
"Wrangell City and Borough, Alaska",56094.0,2475.0,49.1,29943.0,287.0,83.0,1084.0,124.0,671.0,807.0,492.0,307.0,15.0,0.0,231.0,02,275,11.595959595959595,3.3535353535353534
"Hoonah-Angoon Census Area, Alaska",57900.0,2146.0,48.9,33704.0,238.0,138.0,802.0,187.0,187.0,578.0,370.0,64.0,182.0,123.0,202.0,02,105,11.09040074557316,6.430568499534017
"Skagway Municipality, Alaska",70673.0,1038.0,42.9,39376.0,58.0,60.0,423.0,62.0,272.0,356.0,270.0,72.0,8.0,0.0,34.0,02,230,5.5876685934489405,5.780346820809249
"Petersburg Borough, Alaska",63490.0,3275.0,41.7,35044.0,256.0,82.0,1255.0,65.0,876.0,953.0,598.0,345.0,21.0,4.0,252.0,02,195,7.816793893129771,2.50381679389313
"Kusilvak Census Area, Alaska",36468.0,8129.0,24.0,11693.0,3163.0,858.0,1752.0,543.0,405.0,1023.0,935.0,68.0,72.0,15.0,709.0,02,158,38.91007503998032,10.554803788903925
"Pima County, Arizona",48676.0,1007257.0,38.2,27323.0,179569.0,40004.0,398530.0,37626.0,268098.0,321077.0,210686.0,99202.0,22285.0,4574.0,59429.0,04,019,17.82752564638419,3.9715782565919127
"Maricopa County, Arizona",58580.0,4155501.0,36.0,30186.0,644476.0,124210.0,1489533.0,109769.0,1058044.0,1216868.0,773917.0,400895.0,94168.0,18396.0,216082.0,04,013,15.508984355917613,2.989049936457722
"Gila County, Arizona",41179.0,53145.0,49.3,22433.0,11427.0,2405.0,21585.0,1915.0,9850.0,13287.0,6748.0,5159.0,1968.0,861.0,6791.0,04,007,21.50155235675981,4.525355160410198
"Graham County, Arizona",48173.0,37700.0,33.1,17874.0,7089.0,1722.0,10976.0,1055.0,5574.0,7658.0,4284.0,2625.0,1309.0,502.0,2780.0,04,009,18.80371352785146,4.56763925729443
"Santa Cruz County, Arizona",39630.0,46358.0,36.6,19482.0,10049.0,1657.0,15568.0,1407.0,7955.0,10617.0,5283.0,3422.0,2604.0,693.0,4326.0,04,023,21.676948962422884,3.5743560981923292
"Cochise County, Arizona",47847.0,126516.0,40.5,24896.0,21054.0,3591.0,49160.0,3774.0,28745.0,37459.0,20095.0,11538.0,8020.0,2301.0,9664.0,04,003,16.64137342312435,2.838376173764583
"La Paz County, Arizona",36479.0,20477.0,56.0,21707.0,3971.0,681.0,8798.0,1035.0,3076.0,5074.0,2904.0,1504.0,646.0,231.0,2966.0,04,012,19.39248913415051,3.3256824730185084
"Mohave County, Arizona",41567.0,204691.0,50.4,23527.0,37080.0,7853.0,83902.0,6320.0,51872.0,63709.0,31464.0,27968.0,6812.0,2124.0,17195.0,04,015,18.115110092773985,3.8365145512015673
"Apache County, Arizona",32360.0,71602.0,34.2,13865.0,25225.0,2983.0,19530.0,1056.0,5215.0,7529.0,3697.0,2954.0,1282.0,606.0,11374.0,04,001,35.229462864165804,4.166084746236138
"Coconino County, Arizona",53523.0,138639.0,30.6,25722.0,26719.0,5933.0,47588.0,4361.0,27956.0,35824.0,22849.0,10218.0,4470.0,1586.0,9052.0,04,005,19.272354820793574,4.279459603719011
"Yavapai County, Arizona",48259.0,220972.0,52.2,27504.0,31859.0,6621.0,94343.0,6710.0,57869.0,73790.0,43546.0,24570.0,11567.0,3914.0,16216.0,04,025,14.41766377640606,2.996307224444726
"Yuma County, Arizona",43253.0,204281.0,34.1,20600.0,39161.0,9137.0,71670.0,7056.0,40345.0,52423.0,32858.0,12879.0,8621.0,2797.0,16726.0,04,027,19.170162668089542,4.472760560208732
"Greenlee County, Arizona",56298.0,9368.0,33.4,24935.0,1069.0,302.0,3364.0,335.0,1906.0,2547.0,1566.0,810.0,290.0,117.0,724.0,04,011,11.411187019641332,3.223740392826644
"Navajo County, Arizona",38798.0,107902.0,35.9,17685.0,30548.0,6475.0,34251.0,3887.0,14853.0,20382.0,12414.0,6588.0,1960.0,832.0,12522.0,04,017,28.310874682582345,6.000815554855332
"Pinal County, Arizona",52628.0,405537.0,38.5,22944.0,58750.0,12337.0,133513.0,11408.0,82332.0,103201.0,58061.0,38339.0,13882.0,4106.0,24017.0,04,021,14.486964198087968,3.042139188286149
"White County, Arkansas",44074.0,78706.0,36.3,23120.0,12354.0,2141.0,29217.0,4206.0,13485.0,20253.0,15685.0,3605.0,2807.0,638.0,7868.0,05,145,15.696389093588799,2.720250044469291
"Nevada County, Arkansas",36995.0,8528.0,43.8,18644.0,1920.0,167.0,3452.0,534.0,845.0,1612.0,898.0,406.0,268.0,101.0,1640.0,05,099,22.5140712945591,1.9582551594746718
"St. Francis County, Arkansas",33102.0,26688.0,38.4,16518.0,6363.0,966.0,9325.0,1555.0,2358.0,4507.0,2662.0,1342.0,747.0,384.0,4112.0,05,123,23.842176258992804,3.6196043165467624
"Pulaski County, Arkansas",48850.0,392848.0,36.7,29855.0,67056.0,11363.0,155435.0,16108.0,91199.0,113400.0,72509.0,33832.0,9472.0,2312.0,33043.0,05,119,17.069197246772287,2.8924673156029814
"Clay County, Arkansas",32219.0,15190.0,43.4,19171.0,3339.0,348.0,6428.0,625.0,2928.0,3833.0,2378.0,1228.0,416.0,137.0,2186.0,05,021,21.981566820276498,2.290980908492429
"Cross County, Arkansas",41081.0,17164.0,40.7,22894.0,3041.0,532.0,6726.0,1312.0,2381.0,4183.0,2947.0,940.0,507.0,208.0,2292.0,05,037,17.71731531111629,3.099510603588907
"Dallas County, Arkansas",35794.0,7585.0,43.7,18309.0,906.0,200.0,3144.0,250.0,1217.0,1668.0,896.0,568.0,257.0,69.0,1213.0,05,039,11.944627554383652,2.6367831245880025
"Drew County, Arkansas",36092.0,18620.0,36.5,20300.0,4246.0,753.0,7038.0,1227.0,2672.0,4454.0,3381.0,742.0,738.0,145.0,2028.0,05,043,22.80343716433942,4.0440386680988185
"Columbia County, Arkansas",37072.0,23992.0,36.2,20296.0,5553.0,1038.0,9337.0,1477.0,3347.0,5459.0,3886.0,1309.0,722.0,164.0,3136.0,05,027,23.145215071690565,4.326442147382461
"Randolph County, Arkansas",35930.0,17514.0,42.2,20932.0,3557.0,238.0,7339.0,639.0,3518.0,4565.0,2951.0,1350.0,693.0,176.0,2266.0,05,121,20.30946671234441,1.3589128697042365
"Saline County, Arkansas",58985.0,116252.0,39.0,28410.0,9210.0,2522.0,43314.0,7577.0,23070.0,33506.0,22117.0,9039.0,3787.0,1049.0,7700.0,05,125,7.922444345043526,2.1694250421498125
"Van Buren County, Arkansas",34428.0,16751.0,47.6,20568.0,3250.0,508.0,6867.0,723.0,2856.0,4000.0,1890.0,1706.0,455.0,236.0,2366.0,05,141,19.401826756611545,3.032654766879589
"Boone County, Arkansas",40727.0,37212.0,42.2,22288.0,5767.0,1018.0,14887.0,1922.0,8574.0,11035.0,5318.0,5331.0,615.0,227.0,3296.0,05,009,15.497688917553477,2.7356766634419003
"Izard County, Arkansas",39135.0,13521.0,48.0,19737.0,2238.0,488.0,5189.0,379.0,2252.0,2988.0,1851.0,927.0,396.0,158.0,1562.0,05,065,16.552030175282894,3.6092005029213814
"Independence County, Arkansas",39945.0,37097.0,39.8,23056.0,6628.0,973.0,14288.0,1808.0,6150.0,9028.0,5943.0,2541.0,1119.0,415.0,4142.0,05,063,17.866673855028708,2.622853600021565
"Lincoln County, Arkansas",38873.0,13885.0,38.6,13142.0,1620.0,297.0,3928.0,586.0,1286.0,2205.0,1442.0,557.0,335.0,152.0,1497.0,05,079,11.66726683471372,2.1389989196975154
"Logan County, Arkansas",37982.0,21802.0,42.2,19708.0,4326.0,731.0,8269.0,966.0,3646.0,5465.0,2895.0,2046.0,944.0,343.0,2433.0,05,083,19.842216310430235,3.35290340335749
"Grant County, Arkansas",49968.0,18076.0,39.9,25814.0,2579.0,717.0,6851.0,1032.0,3197.0,4706.0,3111.0,1329.0,654.0,172.0,1646.0,05,053,14.267537065722506,3.966585527771631
"Crittenden County, Arkansas",38558.0,49278.0,35.0,20721.0,11422.0,1863.0,18659.0,3265.0,8456.0,12483.0,8759.0,3263.0,1011.0,274.0,5492.0,05,035,23.178700434270873,3.7805917447948376
"Franklin County, Arkansas",39472.0,17803.0,41.4,19988.0,3829.0,465.0,6862.0,1050.0,2120.0,3645.0,2371.0,921.0,616.0,265.0,2746.0,05,047,21.507611076784812,2.6119193394371734
"Faulkner County, Arkansas",50316.0,121282.0,32.3,25240.0,18989.0,3050.0,43835.0,3951.0,26488.0,32638.0,21509.0,9577.0,3534.0,792.0,8146.0,05,045,15.656898797843043,2.5148002176745106
"Pike County, Arkansas",36893.0,10893.0,41.8,20180.0,1852.0,242.0,4313.0,552.0,1735.0,2498.0,1469.0,936.0,275.0,63.0,1596.0,05,109,17.00174423941981,2.2216102083907097
"Jefferson County, Arkansas",37630.0,71373.0,39.0,20371.0,16140.0,2983.0,27377.0,3828.0,9460.0,14721.0,9663.0,4166.0,1558.0,614.0,11011.0,05,069,22.613593375646253,4.17945161335519
"Marion County, Arkansas",36113.0,16374.0,51.8,19200.0,3165.0,449.0,6663.0,613.0,3502.0,4668.0,1815.0,2352.0,592.0,368.0,1760.0,05,089,19.32942469769146,2.7421521925003054
"Montgomery County, Arkansas",35252.0,9059.0,50.0,21480.0,1613.0,148.0,3855.0,494.0,1376.0,2182.0,1204.0,781.0,334.0,150.0,1425.0,05,097,17.80549729550723,1.6337344077712772
"Scott County, Arkansas",37396.0,10584.0,41.2,18077.0,2142.0,481.0,3972.0,463.0,1351.0,2114.0,1108.0,843.0,303.0,115.0,1728.0,05,127,20.238095238095237,4.544595616024187
"Searcy County, Arkansas",36716.0,7925.0,47.3,21475.0,1364.0,115.0,3336.0,325.0,1047.0,1753.0,743.0,674.0,454.0,252.0,1295.0,05,129,17.21135646687697,1.4511041009463723
"Sebastian County, Arkansas",40932.0,127362.0,37.3,23916.0,28211.0,3281.0,50301.0,4299.0,28656.0,34561.0,21149.0,12196.0,2165.0,481.0,12880.0,05,131,22.150248896845213,2.576121606130557
"Crawford County, Arkansas",43504.0,62119.0,38.7,22104.0,10196.0,1702.0,23870.0,3026.0,11792.0,16242.0,9891.0,5350.0,1883.0,737.0,6397.0,05,033,16.413657657077543,2.7399024453065888
"Benton County, Arkansas",61271.0,251823.0,35.2,30611.0,26096.0,3805.0,90906.0,5027.0,46294.0,54162.0,34077.0,18246.0,4049.0,1004.0,15790.0,05,007,10.362834212919392,1.510981919840523
"Chicot County, Arkansas",32412.0,11008.0,43.3,20560.0,3041.0,412.0,4323.0,648.0,1327.0,2432.0,1413.0,713.0,516.0,251.0,1753.0,05,017,27.625363372093023,3.7427325581395348
"Hot Spring County, Arkansas",40626.0,33480.0,41.7,20868.0,4941.0,877.0,12291.0,2012.0,4534.0,7663.0,4679.0,2318.0,1276.0,492.0,3436.0,05,059,14.758064516129032,2.6194743130227
"Johnson County, Arkansas",35758.0,26155.0,37.8,18757.0,5733.0,519.0,9900.0,754.0,4332.0,5886.0,2976.0,2356.0,1037.0,359.0,3519.0,05,071,21.9193270885108,1.9843242209902505
"Lee County, Arkansas",27901.0,9614.0,41.9,15610.0,2173.0,514.0,3541.0,547.0,739.0,1604.0,1104.0,343.0,330.0,124.0,1750.0,05,077,22.6024547534845,5.346369877262326
"Madison County, Arkansas",42894.0,15907.0,42.5,23203.0,2797.0,309.0,6190.0,836.0,2003.0,3631.0,2057.0,1076.0,761.0,369.0,1969.0,05,087,17.583453825359904,1.9425410196768718
"Desha County, Arkansas",27036.0,12094.0,40.2,18187.0,3886.0,618.0,5230.0,658.0,1472.0,2409.0,1440.0,766.0,369.0,147.0,2589.0,05,041,32.13163552174632,5.1099718868860595
"Fulton County, Arkansas",36051.0,12092.0,48.1,19674.0,2718.0,305.0,5117.0,463.0,2132.0,3093.0,1794.0,958.0,634.0,168.0,1472.0,05,049,22.477671187562024,2.5223288124379755
"Howard County, Arkansas",34851.0,13472.0,38.5,23627.0,2790.0,338.0,5042.0,1375.0,1198.0,3064.0,2267.0,504.0,541.0,260.0,1669.0,05,061,20.709619952494062,2.5089073634204277
"Garland County, Arkansas",41672.0,97994.0,44.7,25690.0,18300.0,3947.0,40062.0,7699.0,18782.0,29066.0,18818.0,8642.0,3480.0,907.0,8895.0,05,051,18.67461273139172,4.027797620262465
"Mississippi County, Arkansas",36417.0,43534.0,36.1,20378.0,10921.0,2257.0,17238.0,1722.0,7618.0,10481.0,7056.0,2853.0,1652.0,326.0,5135.0,05,093,25.08613956907245,5.184453530573804
"Pope County, Arkansas",40668.0,63372.0,34.9,21650.0,11841.0,2143.0,23147.0,1334.0,13276.0,15700.0,7752.0,6974.0,1335.0,643.0,6546.0,05,115,18.68490816133308,3.38161964274443
"Prairie County, Arkansas",41244.0,8309.0,45.7,22653.0,1364.0,283.0,3920.0,518.0,1125.0,1912.0,955.0,762.0,274.0,161.0,1629.0,05,117,16.415934528824167,3.405945360452521
"Union County, Arkansas",41106.0,40022.0,39.7,23463.0,7936.0,1398.0,16189.0,906.0,7936.0,9719.0,4470.0,4586.0,1151.0,481.0,5428.0,05,139,19.829093998300934,3.493078806656339
"Woodruff County, Arkansas",30097.0,6763.0,45.3,19987.0,1721.0,291.0,2874.0,327.0,1031.0,1461.0,884.0,503.0,166.0,44.0,1316.0,05,147,25.447286707082657,4.302824190448026
"Cleburne County, Arkansas",42312.0,25361.0,48.9,26189.0,3829.0,594.0,10646.0,1676.0,4387.0,7210.0,5005.0,1577.0,1249.0,393.0,3045.0,05,023,15.097985095224951,2.3421789361618233
"Cleveland County, Arkansas",44840.0,8332.0,42.6,23171.0,1589.0,237.0,3292.0,498.0,951.0,1741.0,1066.0,506.0,360.0,123.0,1325.0,05,025,19.071051368218914,2.844455112818051
"Jackson County, Arkansas",32783.0,17429.0,40.5,19458.0,3592.0,427.0,6179.0,888.0,2345.0,3537.0,2327.0,961.0,389.0,141.0,2338.0,05,067,20.609329278788227,2.4499397555797806
"Hempstead County, Arkansas",38701.0,22154.0,38.9,18817.0,5539.0,605.0,7930.0,1349.0,2839.0,4840.0,3222.0,1150.0,674.0,202.0,2760.0,05,057,25.002256928771327,2.730883813306852
"Sharp County, Arkansas",31792.0,17041.0,47.3,20078.0,3904.0,423.0,7296.0,618.0,3199.0,4260.0,2782.0,1165.0,604.0,178.0,2469.0,05,135,22.90945367055924,2.4822486943254503
"Stone County, Arkansas",33091.0,12443.0,49.5,19881.0,2983.0,393.0,4910.0,251.0,2024.0,2470.0,979.0,1350.0,248.0,99.0,1695.0,05,137,23.97331833159206,3.158402314554368
"Washington County, Arkansas",47452.0,223683.0,31.5,26371.0,38855.0,5554.0,84460.0,8104.0,52296.0,63608.0,37043.0,23867.0,3988.0,1053.0,13580.0,05,143,17.37056459364368,2.4829781431758335
"Greene County, Arkansas",45566.0,44197.0,37.7,22094.0,6879.0,1439.0,16821.0,2440.0,8834.0,12118.0,8562.0,3054.0,1031.0,309.0,3748.0,05,055,15.564404823856822,3.2558770957304795
"Baxter County, Arkansas",40072.0,41093.0,51.8,24737.0,5117.0,974.0,18398.0,1381.0,10487.0,12637.0,5705.0,6093.0,1366.0,376.0,4357.0,05,005,12.452242474387365,2.3702333730805734
"Ashley County, Arkansas",36407.0,20771.0,41.8,20703.0,4368.0,870.0,8182.0,967.0,3176.0,4857.0,3044.0,1328.0,836.0,334.0,2818.0,05,003,21.02931972461605,4.188532088007318
"Craighead County, Arkansas",45672.0,104246.0,34.0,25594.0,18298.0,3100.0,39838.0,4997.0,23877.0,30955.0,21801.0,8201.0,2340.0,498.0,6875.0,05,031,17.5527118546515,2.9737352032691904
"Lafayette County, Arkansas",32500.0,7051.0,45.8,25140.0,1632.0,234.0,2860.0,373.0,932.0,1439.0,886.0,449.0,196.0,47.0,1295.0,05,073,23.145653098851227,3.3186782016735217
"Perry County, Arkansas",46168.0,10320.0,43.7,21781.0,1808.0,275.0,3692.0,333.0,1448.0,2289.0,1233.0,724.0,471.0,284.0,1219.0,05,105,17.51937984496124,2.6647286821705425
"Yell County, Arkansas",39696.0,21601.0,39.7,20209.0,3792.0,597.0,7555.0,627.0,3621.0,4598.0,2189.0,2119.0,474.0,234.0,2593.0,05,149,17.554742835979816,2.7637609369936578
"Phillips County, Arkansas",26652.0,19518.0,38.2,17287.0,6363.0,1248.0,7823.0,1069.0,2953.0,4371.0,3189.0,971.0,588.0,131.0,3102.0,05,107,32.600676298801105,6.394097755917614
"Poinsett County, Arkansas",37487.0,24098.0,39.7,18361.0,5036.0,538.0,9483.0,1551.0,4088.0,6133.0,4198.0,1671.0,638.0,108.0,2888.0,05,111,20.89799983401112,2.2325504191219188
"Sevier County, Arkansas",43675.0,17206.0,35.0,18388.0,3597.0,508.0,5984.0,1327.0,2270.0,3929.0,2235.0,1278.0,447.0,221.0,1797.0,05,133,20.905498082064398,2.952458444728583
"Calhoun County, Arkansas",37225.0,5194.0,45.2,22866.0,986.0,135.0,2061.0,206.0,707.0,1098.0,605.0,386.0,186.0,66.0,770.0,05,013,18.983442433577203,2.5991528686946475
"Clark County, Arkansas",37144.0,22495.0,33.8,20382.0,4221.0,484.0,8820.0,1086.0,3699.0,5420.0,3284.0,1726.0,780.0,205.0,2800.0,05,019,18.76416981551456,2.15158924205379
