State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet
72,"Corozal Municipio, Puerto Rico",34933.0,38.1,14752.0,7887.0,19146.0,54.807774883348124,9.435204534394412,11026.0,2381.0,2268.0,5021.0,4088.0,706.0,361.0,161.0,5686.0
72,"Maunabo Municipio, Puerto Rico",11297.0,43.5,17636.0,8830.0,5945.0,52.62459059927414,6.506152075772329,3976.0,434.0,1078.0,1577.0,987.0,512.0,77.0,37.0,2157.0
72,"Peñuelas Municipio, Puerto Rico",21661.0,36.4,16868.0,7983.0,12379.0,57.14879276118369,7.391163842851207,7132.0,1361.0,2329.0,3877.0,3090.0,736.0,181.0,27.0,2972.0
72,"Ponce Municipio, Puerto Rico",148863.0,39.5,16561.0,10775.0,75187.0,50.50751361990555,4.7110430395732985,53341.0,5613.0,18366.0,25211.0,17691.0,6802.0,1210.0,510.0,25042.0
72,"San Sebastián Municipio, Puerto Rico",38970.0,42.0,14275.0,8072.0,21472.0,55.09879394405953,8.48601488324352,14278.0,1525.0,2446.0,4743.0,2737.0,1335.0,829.0,456.0,8622.0
72,"Toa Alta Municipio, Puerto Rico",74169.0,37.1,29672.0,14162.0,22070.0,29.756367215413448,5.751729159082636,22205.0,3316.0,8516.0,12769.0,7661.0,4296.0,1404.0,474.0,8844.0
72,"Toa Baja Municipio, Puerto Rico",81905.0,38.9,24583.0,12240.0,29279.0,35.74751236188267,8.015383676210243,27802.0,5744.0,8953.0,15429.0,12312.0,2742.0,1222.0,227.0,11565.0
72,"Vieques Municipio, Puerto Rico",8931.0,41.4,16261.0,11136.0,3260.0,36.50207143656925,4.792296495353264,2555.0,420.0,565.0,1124.0,825.0,235.0,156.0,47.0,1359.0
72,"Yabucoa Municipio, Puerto Rico",35025.0,41.6,15586.0,8672.0,18297.0,52.23982869379015,7.665952890792291,11989.0,1386.0,2963.0,5199.0,3134.0,1604.0,1041.0,380.0,5787.0
72,"Aguada Municipio, Puerto Rico",39470.0,41.0,16199.0,9001.0,20558.0,52.08512794527489,6.430200152014188,12824.0,1710.0,4179.0,6228.0,3175.0,2648.0,396.0,153.0,5800.0
72,"Caguas Municipio, Puerto Rico",134269.0,39.7,24229.0,13904.0,50442.0,37.5678674898897,6.3328095092687064,49386.0,10186.0,19631.0,31412.0,24130.0,5845.0,1491.0,371.0,16783.0
72,"Canóvanas Municipio, Puerto Rico",46779.0,39.0,19986.0,11094.0,19930.0,42.60458752859189,9.305457577117938,14603.0,3866.0,5614.0,10171.0,8432.0,1612.0,761.0,97.0,4309.0
72,"Cidra Municipio, Puerto Rico",41181.0,38.7,20389.0,10965.0,17723.0,43.03683737646002,6.442291347951725,12998.0,1023.0,4505.0,5762.0,3211.0,2327.0,166.0,45.0,6518.0
72,"Coamo Municipio, Puerto Rico",39796.0,39.4,19110.0,10307.0,19197.0,48.23851643381244,2.6083023419439137,13783.0,1626.0,4316.0,6174.0,3318.0,2715.0,259.0,83.0,7143.0
72,"Dorado Municipio, Puerto Rico",37722.0,39.5,29354.0,15495.0,12475.0,33.0708870155347,8.228619903504587,12029.0,952.0,4886.0,6120.0,2662.0,3215.0,503.0,97.0,5302.0
72,"Luquillo Municipio, Puerto Rico",18952.0,39.8,19377.0,10434.0,8649.0,45.636344449134654,11.191430983537357,6636.0,1408.0,2462.0,4031.0,3029.0,931.0,170.0,43.0,2488.0
72,"Barranquitas Municipio, Puerto Rico",29237.0,35.5,15694.0,7716.0,17530.0,59.95827205253617,2.725997879399391,9109.0,1425.0,2184.0,4010.0,2253.0,1396.0,436.0,323.0,4967.0
72,"Orocovis Municipio, Puerto Rico",21906.0,37.9,14296.0,7326.0,12276.0,56.039441248972885,9.72792842143705,6797.0,1549.0,1010.0,3082.0,2573.0,347.0,527.0,162.0,3548.0
72,"San Lorenzo Municipio, Puerto Rico",38689.0,40.2,18589.0,10497.0,17626.0,45.55816898860141,3.858978004083848,13670.0,645.0,4185.0,5137.0,1659.0,3114.0,430.0,113.0,7129.0
72,"Añasco Municipio, Puerto Rico",27892.0,41.3,18765.0,9344.0,12618.0,45.23877814427076,5.284669439265739,9255.0,1238.0,3007.0,4781.0,2724.0,1750.0,245.0,138.0,3880.0
72,"Ceiba Municipio, Puerto Rico",12238.0,40.9,18998.0,11840.0,5285.0,43.18516097401536,3.8568393528354306,4532.0,590.0,1707.0,2405.0,1847.0,500.0,104.0,47.0,1863.0
72,"Ciales Municipio, Puerto Rico",17325.0,40.5,14432.0,8049.0,9970.0,57.54689754689755,4.871572871572871,5949.0,144.0,1320.0,2147.0,1039.0,1033.0,662.0,61.0,3700.0
72,"Comerío Municipio, Puerto Rico",19914.0,38.1,13523.0,7047.0,11657.0,58.53670784372803,8.360952094004219,6075.0,934.0,1084.0,2118.0,1408.0,691.0,82.0,14.0,3850.0
72,"Isabela Municipio, Puerto Rico",43314.0,40.8,16333.0,8798.0,23262.0,53.705499376644966,6.016530452047837,15230.0,1205.0,4622.0,6427.0,3232.0,2497.0,682.0,334.0,7142.0
72,"Jayuya Municipio, Puerto Rico",15297.0,36.3,15615.0,7179.0,9065.0,59.25998561809505,7.864287115120612,4818.0,420.0,1336.0,2392.0,1665.0,512.0,596.0,116.0,2285.0
72,"Lares Municipio, Puerto Rico",27321.0,41.1,12820.0,8212.0,15252.0,55.82518941473592,12.649610189963765,10051.0,1817.0,1306.0,3620.0,2431.0,715.0,533.0,439.0,6164.0
72,"Las Piedras Municipio, Puerto Rico",38253.0,38.1,20587.0,10342.0,17358.0,45.37683318955376,7.050427417457454,12534.0,1291.0,4426.0,6211.0,4064.0,1797.0,669.0,157.0,5294.0
72,"Río Grande Municipio, Puerto Rico",51768.0,40.2,22584.0,10804.0,19441.0,37.55408746716118,9.849714109102148,15938.0,3138.0,5655.0,9503.0,7110.0,1916.0,785.0,376.0,6285.0
72,"San Juan Municipio, Puerto Rico",355181.0,41.8,21677.0,18160.0,147147.0,41.4287363344323,6.382942781286161,145321.0,19709.0,50489.0,73526.0,49925.0,20395.0,4245.0,1086.0,62567.0
72,"Vega Alta Municipio, Puerto Rico",38589.0,37.8,18053.0,10492.0,19087.0,49.462281997460416,6.815413718935448,12529.0,1859.0,2966.0,5260.0,3398.0,1566.0,451.0,155.0,6552.0
72,"Vega Baja Municipio, Puerto Rico",54754.0,40.1,18900.0,10197.0,23835.0,43.53106622347226,5.230668079044453,17746.0,1795.0,4932.0,7496.0,4078.0,2902.0,812.0,310.0,9629.0
72,"Maricao Municipio, Puerto Rico",6180.0,42.7,13462.0,5943.0,4020.0,65.04854368932038,3.3009708737864076,1914.0,132.0,399.0,566.0,159.0,372.0,25.0,25.0,1323.0
72,"Aibonito Municipio, Puerto Rico",24008.0,40.7,18387.0,10224.0,11806.0,49.17527490836388,1.732755748083972,8573.0,1660.0,2727.0,4495.0,3171.0,1266.0,110.0,33.0,3957.0
72,"Guayanilla Municipio, Puerto Rico",19578.0,40.3,14988.0,8347.0,10869.0,55.51639595464297,7.258146899581162,6575.0,1073.0,2451.0,3583.0,2391.0,1151.0,46.0,12.0,2690.0
72,"Juncos Municipio, Puerto Rico",39704.0,37.6,18533.0,9017.0,20219.0,50.9243401168648,10.50020149103365,12627.0,3661.0,4607.0,8514.0,7331.0,1135.0,181.0,21.0,3900.0
72,"Lajas Municipio, Puerto Rico",23893.0,43.4,13896.0,7229.0,14454.0,60.494705562298584,4.490855062152095,8059.0,284.0,1233.0,1599.0,1020.0,535.0,117.0,23.0,6426.0
72,"Sabana Grande Municipio, Puerto Rico",23610.0,40.9,15736.0,9158.0,11506.0,48.73358746293943,6.272765777213046,7568.0,600.0,2402.0,3161.0,2154.0,901.0,117.0,71.0,4107.0
72,"Adjuntas Municipio, Puerto Rico",18525.0,39.5,11680.0,7117.0,11849.0,63.96221322537112,13.889338731443994,6166.0,885.0,1042.0,2190.0,1538.0,434.0,259.0,188.0,3807.0
72,"Camuy Municipio, Puerto Rico",32936.0,40.1,17579.0,9738.0,15927.0,48.35742045178528,6.415472431382074,11571.0,1329.0,3001.0,4847.0,2600.0,1676.0,708.0,355.0,5939.0
72,"Guánica Municipio, Puerto Rico",17327.0,41.4,12653.0,7207.0,11288.0,65.14688059098516,8.70895134760778,5528.0,749.0,1521.0,2335.0,1652.0,602.0,40.0,30.0,2855.0
72,"Hormigueros Municipio, Puerto Rico",16474.0,45.1,19674.0,11588.0,6476.0,39.31042855408523,8.771397353405366,6271.0,649.0,2666.0,3543.0,2479.0,965.0,264.0,73.0,2570.0
72,"Manatí Municipio, Puerto Rico",40705.0,40.9,18191.0,10559.0,18707.0,45.95749907873726,5.859231052696229,15703.0,884.0,5798.0,7032.0,4653.0,2104.0,484.0,45.0,8287.0
72,"Naguabo Municipio, Puerto Rico",26584.0,37.0,18976.0,10016.0,13071.0,49.168672885946435,3.359163406560337,8346.0,1878.0,2794.0,4854.0,3874.0,776.0,230.0,106.0,3038.0
72,"Naranjito Municipio, Puerto Rico",29112.0,38.7,18069.0,8996.0,13748.0,47.22451222863424,8.151277823577907,8696.0,1813.0,1938.0,4010.0,3054.0,747.0,365.0,172.0,4399.0
72,"San Germán Municipio, Puerto Rico",32937.0,42.7,15036.0,9563.0,16701.0,50.70589306858548,2.322615903087713,11922.0,599.0,3820.0,4594.0,1286.0,3116.0,198.0,95.0,7008.0
72,"Utuado Municipio, Puerto Rico",30209.0,41.7,15931.0,8140.0,16000.0,52.96434837300142,9.321725313648251,9727.0,1383.0,2608.0,4738.0,3219.0,1092.0,836.0,304.0,4771.0
72,"Arecibo Municipio, Puerto Rico",89550.0,41.4,17289.0,9954.0,43039.0,48.06141820212172,5.4148520379676155,32308.0,4027.0,10790.0,15903.0,10992.0,4255.0,1375.0,311.0,15275.0
72,"Arroyo Municipio, Puerto Rico",18504.0,38.7,15689.0,7639.0,10487.0,56.674232598357115,3.777561608300908,6127.0,1456.0,1777.0,3403.0,2300.0,985.0,188.0,34.0,2624.0
72,"Cataño Municipio, Puerto Rico",25595.0,39.1,18663.0,11627.0,12639.0,49.38073842547372,11.674155108419614,9068.0,2348.0,2842.0,5383.0,4159.0,1114.0,220.0,75.0,3467.0
72,"Florida Municipio, Puerto Rico",12140.0,38.2,16919.0,7837.0,6839.0,56.33443163097199,5.345963756177924,4300.0,376.0,1099.0,1664.0,1210.0,380.0,89.0,51.0,2261.0
72,"Hatillo Municipio, Puerto Rico",40978.0,40.7,17770.0,10360.0,18522.0,45.19986334130509,3.0504172970862413,14443.0,2519.0,3765.0,7244.0,5880.0,1178.0,538.0,47.0,5971.0
72,"Humacao Municipio, Puerto Rico",54736.0,41.3,18735.0,11682.0,24820.0,45.34492838351359,4.176410406313943,18378.0,3172.0,5801.0,9528.0,7407.0,1767.0,671.0,206.0,7562.0
72,"Juana Díaz Municipio, Puerto Rico",47952.0,37.5,20228.0,10244.0,22662.0,47.25975975975976,8.842175508842175,15964.0,4111.0,5328.0,9995.0,8343.0,1482.0,556.0,129.0,5737.0
72,"Morovis Municipio, Puerto Rico",31785.0,37.0,18739.0,8816.0,15639.0,49.20245398773006,6.934088406481044,10129.0,1236.0,2143.0,5456.0,4489.0,605.0,1878.0,338.0,4079.0
72,"Mayagüez Municipio, Puerto Rico",79615.0,39.9,14642.0,10656.0,40790.0,51.234063932676,8.791056961627834,29769.0,4044.0,11494.0,16137.0,11750.0,3861.0,728.0,182.0,12941.0
72,"Santa Isabel Municipio, Puerto Rico",22475.0,37.2,16816.0,10478.0,11045.0,49.143492769744164,3.506117908787542,7759.0,992.0,2726.0,3776.0,2183.0,1573.0,55.0,4.0,3619.0
72,"Trujillo Alto Municipio, Puerto Rico",69478.0,39.3,31202.0,15703.0,21009.0,30.238348829845417,3.1650306571864477,24357.0,4469.0,11066.0,16180.0,12600.0,3106.0,764.0,172.0,7538.0
72,"Quebradillas Municipio, Puerto Rico",24548.0,39.3,16082.0,9287.0,12679.0,51.6498289066319,4.000325892129705,8491.0,943.0,2370.0,3645.0,2156.0,1162.0,446.0,211.0,4079.0
72,"Guayama Municipio, Puerto Rico",42623.0,37.5,15296.0,9183.0,22269.0,52.24643971564648,1.9074208760528353,14989.0,3180.0,4066.0,7565.0,5626.0,1811.0,369.0,128.0,7077.0
72,"Moca Municipio, Puerto Rico",37676.0,38.6,13413.0,7881.0,21615.0,57.3707399936299,8.164348656969954,12975.0,1375.0,4953.0,7095.0,3859.0,1943.0,1504.0,625.0,5282.0
72,"Culebra Municipio, Puerto Rico",1494.0,39.3,23355.0,11450.0,615.0,41.16465863453815,0.7362784471218207,520.0,137.0,138.0,281.0,233.0,48.0,6.0,0.0,200.0
72,"Gurabo Municipio, Puerto Rico",47074.0,38.3,32625.0,16559.0,14583.0,30.978884309810088,6.583251901261843,15223.0,3447.0,6872.0,10637.0,8256.0,1564.0,628.0,36.0,4177.0
72,"Salinas Municipio, Puerto Rico",29239.0,38.4,16246.0,8738.0,15586.0,53.305516604535036,2.8489346420876225,10718.0,1651.0,3316.0,5041.0,2597.0,2335.0,136.0,53.0,5369.0
72,"Barceloneta Municipio, Puerto Rico",24583.0,38.7,17113.0,8762.0,11936.0,48.55387869666029,5.365496481308221,8090.0,695.0,2522.0,3436.0,2289.0,1070.0,168.0,29.0,4264.0
72,"Loíza Municipio, Puerto Rico",27242.0,37.5,17273.0,8729.0,14113.0,51.806034799207104,11.05645694148741,8919.0,2463.0,2939.0,5546.0,4568.0,888.0,173.0,50.0,3309.0
72,"Yauco Municipio, Puerto Rico",37585.0,42.1,14451.0,8124.0,18800.0,50.01995476918984,7.574830384461887,10749.0,1146.0,3062.0,4493.0,3259.0,1037.0,298.0,76.0,5619.0
72,"Guaynabo Municipio, Puerto Rico",90773.0,42.7,34060.0,24264.0,24289.0,26.7579566611217,4.733786478358102,32913.0,5427.0,16831.0,23101.0,17455.0,5313.0,1179.0,86.0,8970.0
72,"Aguadilla Municipio, Puerto Rico",55722.0,40.6,16821.0,10872.0,27928.0,50.12023976167402,7.250278166612828,21322.0,2406.0,8866.0,12513.0,7034.0,3366.0,2600.0,952.0,7961.0
72,"Cabo Rojo Municipio, Puerto Rico",49726.0,42.3,16461.0,9523.0,26021.0,52.32876161364276,3.690222418855327,16495.0,620.0,2800.0,3547.0,2802.0,704.0,74.0,33.0,12684.0
72,"Fajardo Municipio, Puerto Rico",33075.0,40.7,18941.0,10900.0,14371.0,43.44973544973545,12.151171579743009,12436.0,2836.0,4642.0,7760.0,6048.0,1614.0,268.0,61.0,4454.0
72,"Las Marías Municipio, Puerto Rico",8874.0,40.1,14404.0,7154.0,5070.0,57.133198106828935,0.6423258958755916,3033.0,111.0,772.0,927.0,171.0,727.0,19.0,19.0,2042.0
72,"Patillas Municipio, Puerto Rico",17769.0,43.3,14512.0,8679.0,10182.0,57.30204288367381,5.65028983060386,6501.0,636.0,1905.0,2705.0,1921.0,669.0,202.0,69.0,3379.0
72,"Rincón Municipio, Puerto Rico",14526.0,44.6,18292.0,10220.0,7047.0,48.513011152416354,4.874019000413052,5079.0,693.0,1678.0,2523.0,1433.0,945.0,131.0,57.0,2281.0
72,"Villalba Municipio, Puerto Rico",23659.0,37.6,19893.0,10449.0,11740.0,49.621708440762504,9.586203981571495,7761.0,1964.0,2337.0,4661.0,3753.0,766.0,356.0,92.0,2943.0
72,"Aguas Buenas Municipio, Puerto Rico",26855.0,40.4,16733.0,10615.0,12910.0,48.07298454663936,7.227704338112083,8594.0,1467.0,1873.0,3595.0,2903.0,502.0,404.0,61.0,4594.0
72,"Bayamón Municipio, Puerto Rico",188614.0,40.4,25528.0,14138.0,63445.0,33.63748184122069,6.039848579638839,69318.0,14689.0,27957.0,45400.0,36136.0,8047.0,4950.0,646.0,22113.0
72,"Carolina Municipio, Puerto Rico",161684.0,41.1,29082.0,16188.0,46686.0,28.87484228495089,6.310457435491452,64056.0,14918.0,27263.0,45156.0,36357.0,7409.0,2561.0,781.0,17141.0
72,"Cayey Municipio, Puerto Rico",45431.0,41.0,20442.0,12594.0,19785.0,43.54955867139178,3.843190772820321,16459.0,2647.0,5620.0,8657.0,5600.0,2825.0,585.0,109.0,6817.0
01,"Monroe County, Alabama",21745.0,41.7,26036.0,17264.0,7249.0,33.3363991722235,7.776500344906875,8207.0,335.0,2528.0,3196.0,1655.0,1303.0,457.0,129.0,4617.0
01,"Lawrence County, Alabama",33288.0,42.0,43779.0,22419.0,5490.0,16.49242970439798,2.919971160778659,13056.0,2538.0,3663.0,7271.0,4726.0,1838.0,1255.0,540.0,4560.0
01,"Lee County, Alabama",156597.0,31.0,47564.0,26170.0,33132.0,21.15749343857162,2.791241211517462,59001.0,4340.0,39847.0,46125.0,28869.0,15637.0,3758.0,898.0,10071.0
01,"Marion County, Alabama",30058.0,44.1,35719.0,21835.0,5175.0,17.21671435225231,2.298888814957748,12453.0,1797.0,5618.0,8198.0,4526.0,3101.0,823.0,344.0,3792.0
01,"Pickens County, Alabama",20170.0,42.1,36220.0,20089.0,4340.0,21.51710461080813,4.749628160634606,7620.0,1184.0,2608.0,4643.0,3052.0,1180.0,874.0,324.0,2688.0
01,"Sumter County, Alabama",13084.0,35.9,21663.0,14739.0,4398.0,33.61357383063283,5.136044023234485,5073.0,376.0,1638.0,2559.0,1620.0,536.0,759.0,255.0,2333.0
01,"Jefferson County, Alabama",659460.0,37.6,49321.0,29456.0,113368.0,17.191035089315502,3.797652624874898,261390.0,18788.0,165614.0,190864.0,117324.0,66640.0,12474.0,2173.0,57392.0
01,"Choctaw County, Alabama",13188.0,45.8,32122.0,20994.0,2903.0,22.012435547467394,3.548680618744313,5463.0,455.0,2070.0,2858.0,1542.0,971.0,510.0,188.0,2226.0
01,"Franklin County, Alabama",31507.0,37.7,39501.0,19314.0,7175.0,22.772717173961343,3.5357222204589456,11533.0,1884.0,4218.0,6950.0,4427.0,2004.0,983.0,390.0,4113.0
01,"Marengo County, Alabama",19743.0,42.1,32255.0,22996.0,5000.0,25.325431798612165,4.938459200729373,7975.0,800.0,2786.0,4083.0,2297.0,1436.0,546.0,208.0,3219.0
01,"Russell County, Alabama",58480.0,35.3,38988.0,21279.0,12024.0,20.560875512995896,4.215116279069767,22690.0,2930.0,9651.0,14300.0,8929.0,4321.0,1994.0,634.0,6875.0
01,"Cherokee County, Alabama",25855.0,46.1,40041.0,23010.0,4104.0,15.873138657899826,2.1543221813962483,10795.0,1704.0,4663.0,7286.0,4801.0,1895.0,1289.0,365.0,2888.0
01,"Covington County, Alabama",37519.0,43.4,39467.0,22431.0,6491.0,17.300567712359072,4.688291265758682,15285.0,2393.0,6815.0,9896.0,5857.0,3360.0,776.0,401.0,4846.0
01,"Crenshaw County, Alabama",13866.0,41.4,38937.0,21580.0,2399.0,17.301312563103995,2.8054233376604643,5358.0,637.0,2167.0,3060.0,1899.0,957.0,460.0,117.0,2052.0
01,"Dallas County, Alabama",40755.0,39.3,30065.0,18248.0,12795.0,31.39492086860508,5.64838670101828,16487.0,1866.0,6542.0,9508.0,6298.0,2676.0,1124.0,271.0,6168.0
01,"Lauderdale County, Alabama",92590.0,41.5,44888.0,25803.0,14701.0,15.87752457068798,3.021924613889189,38634.0,5020.0,18222.0,25276.0,16249.0,7696.0,2476.0,903.0,10883.0
01,"Lowndes County, Alabama",10362.0,40.7,29785.0,18976.0,3095.0,29.868751206330824,4.304188380621501,4309.0,538.0,1159.0,2031.0,1405.0,423.0,400.0,114.0,2071.0
01,"Macon County, Alabama",19358.0,38.0,32308.0,19564.0,4380.0,22.626304370286185,6.462444467403658,7852.0,755.0,2609.0,4096.0,2763.0,1018.0,952.0,247.0,3087.0
01,"Limestone County, Alabama",91695.0,39.1,52831.0,26685.0,13138.0,14.327935001908502,3.2248214188341784,32386.0,2383.0,19508.0,23494.0,13937.0,8617.0,1875.0,619.0,7046.0
01,"Shelby County, Alabama",208721.0,38.5,74063.0,35330.0,17127.0,8.205690850465453,2.2278544085166323,76868.0,4884.0,57608.0,64980.0,43464.0,19276.0,4473.0,780.0,8992.0
01,"St. Clair County, Alabama",86937.0,40.1,53483.0,24686.0,11656.0,13.407409963536814,2.707707880419154,32486.0,3278.0,18862.0,23493.0,14796.0,7863.0,1776.0,561.0,6729.0
01,"Winston County, Alabama",23968.0,44.6,35362.0,20580.0,4395.0,18.336949265687583,3.859312416555407,9439.0,1348.0,3255.0,5307.0,3146.0,1671.0,613.0,254.0,3415.0
01,"Baldwin County, Alabama",203360.0,42.6,52562.0,29364.0,23728.0,11.667977970102282,2.564417781274587,76133.0,9807.0,43931.0,56741.0,38708.0,16004.0,5366.0,1045.0,14816.0
01,"Cullman County, Alabama",81703.0,40.6,40997.0,21857.0,13157.0,16.10344785381198,2.401380610259109,31097.0,4557.0,13882.0,20270.0,13579.0,5573.0,2262.0,539.0,9041.0
01,"Elmore County, Alabama",80989.0,38.5,54981.0,26251.0,10299.0,12.716541752583684,3.2263640741335244,29115.0,2481.0,19023.0,22763.0,14795.0,7225.0,1573.0,473.0,5207.0
01,"Houston County, Alabama",104108.0,39.6,42803.0,24781.0,19030.0,18.279094786183578,3.498290237061513,39560.0,3592.0,21998.0,26732.0,14404.0,11352.0,1726.0,460.0,11032.0
01,"Jackson County, Alabama",52326.0,43.0,39281.0,20946.0,9827.0,18.780338646179718,3.2469518021633603,20368.0,1496.0,10536.0,12763.0,7050.0,4993.0,1100.0,420.0,6460.0
01,"Talladega County, Alabama",80888.0,40.6,39219.0,21382.0,14946.0,18.477400850558798,4.252793986747107,31651.0,3960.0,14917.0,20746.0,13985.0,5565.0,2156.0,633.0,9362.0
01,"Tuscaloosa County, Alabama",204424.0,32.3,50513.0,24895.0,33597.0,16.43495871326263,3.2139083473564747,71507.0,13453.0,37404.0,54133.0,41100.0,11341.0,4561.0,906.0,14422.0
01,"Washington County, Alabama",16746.0,43.5,42185.0,23239.0,3644.0,21.760420398901232,4.227875313507703,6001.0,780.0,1907.0,3210.0,1980.0,883.0,547.0,273.0,2249.0
01,"Clay County, Alabama",13407.0,43.8,37287.0,21330.0,2493.0,18.594763929290668,2.8268814798239728,5338.0,783.0,2304.0,3522.0,2436.0,804.0,420.0,171.0,1599.0
01,"Coffee County, Alabama",51073.0,39.3,49821.0,26216.0,8122.0,15.902727468525445,2.7235525620190706,19620.0,2528.0,11600.0,14779.0,9748.0,4587.0,992.0,290.0,4071.0
01,"Morgan County, Alabama",119157.0,40.1,47529.0,25013.0,19448.0,16.321323967538625,2.9339442919845244,45904.0,3853.0,26786.0,32189.0,18978.0,11837.0,2357.0,598.0,11315.0
01,"Pike County, Alabama",33287.0,31.4,35684.0,20808.0,8224.0,24.70634181512302,4.103704148766786,12284.0,1265.0,5492.0,7392.0,3920.0,3057.0,838.0,247.0,4245.0
01,"Chilton County, Alabama",43805.0,38.9,43501.0,23368.0,8392.0,19.15763040748773,2.9014952630978197,16768.0,2205.0,5968.0,9488.0,5607.0,2775.0,1561.0,651.0,6057.0
01,"Colbert County, Alabama",54435.0,42.5,45477.0,23675.0,9056.0,16.636355286121063,3.0366492146596857,21983.0,3027.0,10264.0,14491.0,9444.0,4375.0,1467.0,381.0,6167.0
01,"Coosa County, Alabama",10955.0,45.9,34792.0,20342.0,1513.0,13.811045184847101,4.545869465997262,4204.0,616.0,1448.0,2446.0,1713.0,566.0,433.0,147.0,1550.0
01,"Dale County, Alabama",49393.0,37.1,44711.0,23194.0,9441.0,19.114044500232826,4.245540866114632,18825.0,1966.0,10506.0,13134.0,7619.0,4815.0,1053.0,316.0,4672.0
01,"Hale County, Alabama",14995.0,39.8,34679.0,20269.0,3852.0,25.68856285428476,4.648216072024008,5664.0,375.0,1912.0,2870.0,2049.0,531.0,757.0,238.0,2545.0
01,"Etowah County, Alabama",103132.0,40.9,42064.0,22278.0,18166.0,17.61431951285731,3.302563704766707,39061.0,3740.0,21802.0,26731.0,13722.0,11800.0,1820.0,535.0,9913.0
01,"DeKalb County, Alabama",71194.0,39.0,38842.0,20020.0,15115.0,21.23072169003006,2.1476528920976485,25482.0,2629.0,11680.0,15552.0,8807.0,5722.0,1528.0,624.0,8429.0
01,"Escambia County, Alabama",37621.0,39.6,35026.0,18164.0,8281.0,22.01164243374711,5.1301135004385845,13226.0,2570.0,3842.0,7260.0,4614.0,2007.0,984.0,405.0,5531.0
01,"Lamar County, Alabama",14021.0,44.5,36016.0,21152.0,3191.0,22.758719064260752,3.27366093716568,6019.0,686.0,2421.0,3510.0,2102.0,1107.0,506.0,277.0,2310.0
01,"Randolph County, Alabama",22530.0,42.7,39485.0,20983.0,4102.0,18.206835330670216,2.3524189968930314,8867.0,1086.0,3621.0,5742.0,3903.0,1523.0,581.0,190.0,2696.0
01,"Butler County, Alabama",20126.0,40.7,36326.0,19004.0,4835.0,24.02365099870814,3.1799662128589885,7050.0,662.0,3168.0,4102.0,2061.0,1687.0,478.0,152.0,2571.0
01,"Mobile County, Alabama",414328.0,37.3,45802.0,24347.0,78256.0,18.88745148771022,3.3734142997818153,153794.0,14281.0,86231.0,106791.0,66637.0,34957.0,8336.0,1714.0,40745.0
01,"Conecuh County, Alabama",12649.0,44.5,30434.0,16337.0,3316.0,26.21551110759744,5.288955648667879,4716.0,477.0,1065.0,1920.0,1133.0,569.0,447.0,136.0,2625.0
01,"Perry County, Alabama",9680.0,37.6,22973.0,13449.0,3706.0,38.28512396694215,3.4297520661157024,3039.0,244.0,777.0,1210.0,725.0,357.0,254.0,82.0,1730.0
01,"Walker County, Alabama",64927.0,42.3,38872.0,21217.0,13754.0,21.183791026845533,4.160056679039537,25143.0,3420.0,9815.0,15725.0,10484.0,3667.0,2238.0,731.0,7850.0
01,"Cleburne County, Alabama",14939.0,41.7,37396.0,20873.0,2800.0,18.742887743490193,3.273311466630966,5773.0,1031.0,1985.0,3337.0,2244.0,875.0,403.0,142.0,2100.0
01,"Greene County, Alabama",8533.0,42.0,20954.0,14197.0,3293.0,38.59135122465721,4.9103480604711125,3025.0,173.0,916.0,1269.0,792.0,314.0,354.0,66.0,1656.0
01,"Barbour County, Alabama",26201.0,39.7,33368.0,17561.0,6332.0,24.16701652608679,4.812793404831877,9191.0,1183.0,3497.0,5258.0,3275.0,1556.0,794.0,273.0,3378.0
01,"Bibb County, Alabama",22580.0,39.8,43404.0,20911.0,3133.0,13.87511071744907,3.2240921169176264,6916.0,1485.0,2244.0,4286.0,2964.0,977.0,776.0,263.0,2361.0
01,"Bullock County, Alabama",10478.0,40.8,29655.0,20856.0,2852.0,27.218934911242602,5.649933193357511,3670.0,498.0,1142.0,1814.0,1237.0,454.0,211.0,73.0,1506.0
01,"Calhoun County, Alabama",115527.0,39.1,43686.0,23638.0,20940.0,18.125632968916356,4.595462532568145,45099.0,4818.0,25094.0,32009.0,20266.0,10297.0,3076.0,755.0,10644.0
01,"Chambers County, Alabama",33895.0,43.0,37342.0,22002.0,6288.0,18.55140876235433,2.932585927127895,13694.0,1589.0,6229.0,8601.0,5805.0,2405.0,758.0,212.0,4594.0
01,"Clarke County, Alabama",24625.0,42.2,33827.0,20765.0,6108.0,24.804060913705584,5.782741116751269,9602.0,783.0,3014.0,4544.0,2613.0,1427.0,998.0,379.0,4598.0
01,"Fayette County, Alabama",16657.0,43.6,36541.0,21191.0,2967.0,17.8123311520682,3.4580056432730983,6955.0,854.0,3041.0,4455.0,2811.0,1377.0,604.0,209.0,2347.0
01,"Montgomery County, Alabama",227120.0,35.9,46545.0,26712.0,45863.0,20.19328989080662,3.67338851708348,89776.0,8071.0,58174.0,67827.0,48839.0,17653.0,2639.0,470.0,18579.0
